 2017-04-12 10:19:25.73661+02  | 1580482560
 2017-04-12 10:19:29.160645+02 | 1580662784
 2017-04-12 10:19:36.606373+02 | 1581244416
 2017-04-12 10:21:11.584135+02 | 1587519488
 2017-04-12 10:21:15.127545+02 | 1583194112
 2017-04-12 10:21:18.648661+02 | 1583579136
 2017-04-12 10:21:22.246251+02 | 1583906816
 2017-04-12 10:21:25.778916+02 | 1584070656
 2017-04-12 10:21:29.336774+02 | 1584070656
 2017-04-12 10:21:33.032174+02 | 1584070656
 2017-04-12 10:21:36.512649+02 | 1584070656
 2017-04-12 10:21:39.824631+02 | 1584373760
 2017-04-12 10:21:43.298509+02 | 1584652288
 2017-04-12 10:21:47.085662+02 | 1584988160
 2017-04-12 10:21:51.117497+02 | 1585496064
 2017-04-12 10:21:55.01367+02  | 1585831936
 2017-04-12 10:21:58.825291+02 | 1586135040
 2017-04-12 10:22:02.816124+02 | 1586413568
 2017-04-12 10:22:06.551824+02 | 1586683904
 2017-04-12 10:22:10.236824+02 | 1586995200
 2017-04-12 10:22:13.832945+02 | 1587265536
 2017-04-12 10:22:17.463643+02 | 1587585024
 2017-04-12 10:22:21.131756+02 | 1587847168
 2017-04-12 10:22:24.782076+02 | 1588125696
 2017-04-12 10:22:28.530181+02 | 1588428800
 2017-04-12 10:22:32.095503+02 | 1588707328
 2017-04-12 10:22:35.719214+02 | 1588994048
 2017-04-12 10:22:39.362575+02 | 1589313536
 2017-04-12 10:22:42.943697+02 | 1584881664
 2017-04-12 10:22:46.666302+02 | 1585086464
 2017-04-12 10:22:50.226853+02 | 1585258496
 2017-04-12 10:22:53.801032+02 | 1585258496
 2017-04-12 10:22:57.272452+02 | 1585258496
 2017-04-12 10:23:01.054673+02 | 1585258496
 2017-04-12 10:23:04.470516+02 |    4382720
 2017-04-12 10:23:06.623964+02 |    4907008
 2017-04-12 10:23:08.791861+02 |    4907008
 2017-04-12 10:23:10.913468+02 |    4907008
 2017-04-12 10:23:13.117391+02 |    4907008
 2017-04-12 10:23:15.277716+02 |    4907008
 2017-04-12 10:23:17.472453+02 |    4907008
 2017-04-12 10:23:19.56755+02  |    4907008
 2017-04-12 10:23:21.74365+02  |    4907008
 2017-04-12 10:23:23.895398+02 |    4907008
 2017-04-12 10:23:26.03958+02  |    4907008
 2017-04-12 10:23:28.248383+02 |    4907008
 2017-04-12 10:23:30.413328+02 |    4907008
 2017-04-12 10:23:32.574339+02 |    4907008
 2017-04-12 10:23:34.77529+02  |    4907008
 2017-04-12 10:23:36.884301+02 |    4907008
 2017-04-12 10:23:38.980611+02 |    4907008
 2017-04-12 10:23:41.175486+02 |    4907008
 2017-04-12 10:23:43.332134+02 |    4907008
 2017-04-12 10:23:45.498512+02 |    4907008
 2017-04-12 10:23:47.715507+02 |    4907008
 2017-04-12 10:23:49.977584+02 |    4907008
 2017-04-12 10:23:52.131529+02 |    4907008
 2017-04-12 10:23:54.463861+02 |    4907008
 2017-04-12 10:23:56.659129+02 |    4907008
 2017-04-12 10:23:58.879582+02 |    4907008
 2017-04-12 10:24:01.059563+02 |    4907008
 2017-04-12 10:24:03.224874+02 |    4907008
 2017-04-12 10:24:05.406228+02 |    4907008
 2017-04-12 10:24:07.602009+02 |    4907008
 2017-04-12 10:24:09.811434+02 |    4907008
 2017-04-12 10:24:12.000661+02 |    4907008
 2017-04-12 10:24:14.111309+02 |    4907008
 2017-04-12 10:24:16.280171+02 |    4907008
 2017-04-12 10:24:18.384198+02 |    4907008
 2017-04-12 10:24:20.57633+02  |    4907008
 2017-04-12 10:24:22.827793+02 |    4907008
 2017-04-12 10:24:25.024458+02 |    4907008
 2017-04-12 10:24:27.124589+02 |    4907008
 2017-04-12 10:24:29.349107+02 |    4907008
 2017-04-12 10:24:31.570502+02 |    4907008
 2017-04-12 10:24:33.676687+02 |    4907008
 2017-04-12 10:24:35.861333+02 |    4907008
 2017-04-12 10:24:38.001073+02 |    4907008
 2017-04-12 10:24:40.181334+02 |    4907008
 2017-04-12 10:24:42.45876+02  |    4907008
 2017-04-12 10:24:44.603668+02 |    4907008
 2017-04-12 10:24:46.709777+02 |    4907008
 2017-04-12 10:24:48.847628+02 |    4907008
 2017-04-12 10:24:51.06058+02  |    4907008
 2017-04-12 10:24:53.186099+02 |    4907008
 2017-04-12 10:24:55.315034+02 |    4907008
 2017-04-12 10:24:57.56235+02  |    4907008
 2017-04-12 10:24:59.742886+02 |    4907008
 2017-04-12 10:25:01.944419+02 |    4907008
 2017-04-12 10:25:04.201475+02 |    4907008
 2017-04-12 10:25:06.355439+02 |    4907008
 2017-04-12 10:25:08.462014+02 |    4907008
 2017-04-12 10:25:10.754951+02 |    4907008
 2017-04-12 10:25:12.94851+02  |    4907008
 2017-04-12 10:25:15.085467+02 |    4907008
 2017-04-12 10:25:17.221202+02 |    4907008
 2017-04-12 10:25:19.36056+02  |    4907008
 2017-04-12 10:25:21.450554+02 |    4907008
 2017-04-12 10:25:23.577741+02 |    4907008
 2017-04-12 10:25:25.731794+02 |    4907008
 2017-04-12 10:25:27.86563+02  |    4907008
 2017-04-12 10:25:29.967616+02 |    4907008
 2017-04-12 10:25:32.132616+02 |    4907008
 2017-04-12 10:25:34.264587+02 |    4907008
 2017-04-12 10:25:36.418223+02 |    4907008
 2017-04-12 10:25:38.574188+02 |    4907008
